Subject_ID,Montage,Analysis,ROI_Mean,ROI_Max,ROI_Min,ROI_Focality,Grey_Mean,Grey_Max,Grey_Min,ROI_Mean_STD,ROI_Max_STD,ROI_Min_STD,ROI_Focality_STD
sub-128,flex_subcortical_labeling_53_mean_maxTI_mapped,region_Right-Hippocampus,0.170397,0.304650,0.081430,1.597080,0.087486,0.880072,0.000000,-1.711529,-1.208032,-1.300496,1.324711
sub-129,flex_subcortical_labeling_53_mean_maxTI_mapped,region_Right-Hippocampus,0.178488,0.268482,0.093325,0.873099,0.167776,0.545912,0.000000,-1.550288,-1.586539,-0.862363,-1.977824
sub-130,flex_subcortical_labeling_53_mean_maxTI_mapped,region_Right-Hippocampus,0.219137,0.351094,0.075468,0.944422,0.187840,0.723499,0.000000,-0.740247,-0.721973,-1.520094,-1.652476
sub-131,flex_subcortical_labeling_53_mean_maxTI_mapped,region_Right-Hippocampus,0.274850,0.498111,0.127518,1.384872,0.164241,0.622621,0.000000,0.369972,0.816614,0.397112,0.356696
sub-132,flex_subcortical_labeling_53_mean_maxTI_mapped,region_Right-Hippocampus,0.196255,0.287114,0.055060,1.084830,0.145923,0.576496,0.000000,-1.196237,-1.391550,-2.271815,-1.011987
sub-133,flex_subcortical_labeling_53_mean_maxTI_mapped,region_Right-Hippocampus,0.226028,0.361757,0.124446,1.047475,0.178784,0.762053,0.000000,-0.602937,-0.610389,0.283926,-1.182386
sub-134,flex_subcortical_labeling_53_mean_maxTI_mapped,region_Right-Hippocampus,0.210215,0.328480,0.114585,1.023173,0.169549,0.601050,0.000000,-0.918050,-0.958637,-0.079266,-1.293243
sub-136,flex_subcortical_labeling_53_mean_maxTI_mapped,region_Right-Hippocampus,0.300142,0.488458,0.094015,1.592707,0.155133,1.574398,0.000000,0.873981,0.715586,-0.836948,1.304762
sub-137,flex_subcortical_labeling_53_mean_maxTI_mapped,region_Right-Hippocampus,0.292071,0.485922,0.118357,1.455830,0.162230,0.946226,0.000000,0.713142,0.689045,0.059667,0.680380
sub-139,flex_subcortical_labeling_53_mean_maxTI_mapped,region_Right-Hippocampus,0.218403,0.367009,0.122683,1.019400,0.173148,0.669603,0.000000,-0.754884,-0.555417,0.219014,-1.310454
sub-140,flex_subcortical_labeling_53_mean_maxTI_mapped,region_Right-Hippocampus,0.279977,0.515682,0.143388,1.231906,0.183924,1.114873,0.000000,0.472143,1.000493,0.981635,-0.341079
sub-141,flex_subcortical_labeling_53_mean_maxTI_mapped,region_Right-Hippocampus,0.196337,0.327976,0.070830,1.154691,0.139578,0.770345,0.000000,-1.194611,-0.963910,-1.690930,-0.693307
sub-142,flex_subcortical_labeling_53_mean_maxTI_mapped,region_Right-Hippocampus,0.324222,0.550791,0.112583,1.386337,0.186927,0.860193,0.000000,1.353855,1.367927,-0.153005,0.363378
sub-ernie,flex_subcortical_labeling_53_mean_maxTI_mapped,region_Right-Hippocampus,0.233535,0.347589,0.123205,1.408567,0.126432,0.761618,0.000000,-0.453339,-0.758661,0.238242,0.464784
sub-101,flex_subcortical_labeling_53_mean_maxTI_mapped,region_Right-Hippocampus,0.292714,0.468653,0.162587,1.435968,0.168007,0.719736,0.000000,0.725969,0.508321,1.688834,0.589778
AVERAGE,ALL,SUMMARY,0.256284,0.420081,0.116737,1.306677,0.160688,0.831230,0.000000,0.050181,0.095553,0.027149,0.219220
